,ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,Zip_join_type,USR
0,00501,Holtsville,NY,Post Office or large volume customer,11742,Spatial join to ZCTA,S
1,00544,Holtsville,NY,Post Office or large volume customer,11742,Spatial join to ZCTA,S
2,11742,Holtsville,NY,Zip Code Area,11742,Zip Matches ZCTA,S
3,00601,Adjuntas,PR,Zip Code Area,00601,Zip Matches ZCTA,S
4,00602,Aguada,PR,Zip Code Area,00602,Zip Matches ZCTA,S
5,00603,Aguadilla,PR,Zip Code Area,00603,Zip Matches ZCTA,U
6,00604,Aguadilla,PR,Post Office or large volume customer,00603,Spatial join to ZCTA,U
7,00605,Aguadilla,PR,Post Office or large volume customer,00603,Spatial join to ZCTA,U
8,00606,Maricao,PR,Zip Code Area,00606,Zip Matches ZCTA,R
9,00610,Anasco,PR,Zip Code Area,00610,Zip Matches ZCTA,S
10,00611,Angeles,PR,Post Office or large volume customer,00641,Spatial join to ZCTA,S
11,00641,Utuado,PR,Zip Code Area,00641,Zip Matches ZCTA,S
12,00612,Arecibo,PR,Zip Code Area,00612,Zip Matches ZCTA,U
13,00613,Arecibo,PR,Post Office or large volume customer,00612,Spatial join to ZCTA,U
14,00614,Arecibo,PR,Post Office or large volume customer,00612,Spatial join to ZCTA,U
15,00616,Bajadero,PR,Post Office or large volume customer,00616,Zip matches ZCTA,S
16,00617,Barceloneta,PR,Zip Code Area,00617,Zip Matches ZCTA,S
17,00622,Boqueron,PR,Post Office or large volume customer,00622,Zip matches ZCTA,R
18,00623,Cabo Rojo,PR,Zip Code Area,00623,Zip Matches ZCTA,S
19,00624,Penuelas,PR,Zip Code Area,00624,Zip Matches ZCTA,S
20,00627,Camuy,PR,Zip Code Area,00627,Zip Matches ZCTA,S
21,00631,Castaner,PR,Zip Code Area,00631,Zip matches ZCTA,R
22,00636,Rosario,PR,Post Office or large volume customer,00680,Spatial join to ZCTA,U
23,00680,Mayaguez,PR,Zip Code Area,00680,Zip Matches ZCTA,U
24,00681,Mayaguez,PR,Post Office or large volume customer,00680,Spatial join to ZCTA,U
25,00637,Sabana Grande,PR,Zip Code Area,00637,Zip Matches ZCTA,S
26,00638,Ciales,PR,Zip Code Area,00638,Zip Matches ZCTA,S
27,00646,Dorado,PR,Zip Code Area,00646,Zip Matches ZCTA,S
28,00647,Ensenada,PR,Zip Code Area,00647,Zip Matches ZCTA,R
29,00650,Florida,PR,Zip Code Area,00650,Zip Matches ZCTA,S
30,00652,Garrochales,PR,Post Office or large volume customer,00652,Zip Matches ZCTA,R
31,00653,Guanica,PR,Zip Code Area,00653,Zip Matches ZCTA,S
32,00656,Guayanilla,PR,Zip Code Area,00656,Zip Matches ZCTA,S
33,00659,Hatillo,PR,Zip Code Area,00659,Zip Matches ZCTA,S
34,00660,Hormigueros,PR,Zip Code Area,00660,Zip Matches ZCTA,S
35,00662,Isabela,PR,Zip Code Area,00662,Zip Matches ZCTA,S
36,00664,Jayuya,PR,Zip Code Area,00664,Zip Matches ZCTA,S
37,00667,Lajas,PR,Zip Code Area,00667,Zip Matches ZCTA,S
38,00669,Lares,PR,Zip Code Area,00669,Zip Matches ZCTA,S
39,00670,Las Marias,PR,Zip Code Area,00670,Zip Matches ZCTA,R
40,00674,Manati,PR,Zip Code Area,00674,Zip Matches ZCTA,S
41,00676,Moca,PR,Zip Code Area,00676,Zip Matches ZCTA,S
42,00677,Rincon,PR,Zip Code Area,00677,Zip Matches ZCTA,S
43,00678,Quebradillas,PR,Zip Code Area,00678,Zip Matches ZCTA,S
44,00682,Mayaguez,PR,Zip Code Area,00682,Zip Matches ZCTA,S
45,00683,San German,PR,Zip Code Area,00683,Zip Matches ZCTA,S
46,00685,San Sebastian,PR,Zip Code Area,00685,Zip Matches ZCTA,S
47,00687,Morovis,PR,Zip Code Area,00687,Zip Matches ZCTA,S
48,00688,Sabana Hoyos,PR,Post Office or large volume customer,00688,Zip matches ZCTA,S
49,00690,San Antonio,PR,Zip Code Area,00690,Zip Matches ZCTA,R
50,00692,Vega Alta,PR,Zip Code Area,00692,Zip Matches ZCTA,S
51,00693,Vega Baja,PR,Zip Code Area,00693,Zip Matches ZCTA,U
52,00694,Vega Baja,PR,Post Office or large volume customer,00694,Zip matches ZCTA,R
53,00698,Yauco,PR,Zip Code Area,00698,Zip Matches ZCTA,S
54,00703,Aguas Buenas,PR,Zip Code Area,00703,Zip Matches ZCTA,S
55,00704,Aguirre,PR,Zip Code Area,00704,Zip Matches ZCTA,R
56,00705,Aibonito,PR,Zip Code Area,00705,Zip Matches ZCTA,S
57,00707,Maunabo,PR,Zip Code Area,00707,Zip Matches ZCTA,S
58,00714,Arroyo,PR,Zip Code Area,00714,Zip Matches ZCTA,S
59,00715,Mercedita,PR,Zip Code Area,00715,Zip Matches ZCTA,R
60,00716,Ponce,PR,Zip Code Area,00716,Zip Matches ZCTA,S
61,00717,Ponce,PR,Zip Code Area,00717,Zip Matches ZCTA,S
62,00718,Naguabo,PR,Zip Code Area,00718,Zip Matches ZCTA,S
63,00744,Rio Blanco,PR,Post Office or large volume customer,00718,Spatial join to ZCTA,S
64,00719,Naranjito,PR,Zip Code Area,00719,Zip Matches ZCTA,S
65,00720,Orocovis,PR,Zip Code Area,00720,Zip Matches ZCTA,S
66,00721,Palmer,PR,Post Office or large volume customer,00745,Spatial join to ZCTA,U
67,00745,Rio Grande,PR,Zip Code Area,00745,Zip Matches ZCTA,U
68,00723,Patillas,PR,Zip Code Area,00723,Zip Matches ZCTA,S
69,00725,Caguas,PR,Zip Code Area,00725,Zip Matches ZCTA,U
70,00726,Caguas,PR,Post Office or large volume customer,00725,Spatial join to ZCTA,U
71,00727,Caguas,PR,Zip Code Area,00727,Zip Matches ZCTA,U
72,00728,Ponce,PR,Zip Code Area,00728,Zip Matches ZCTA,S
73,00729,Canovanas,PR,Zip Code Area,00729,Zip Matches ZCTA,U
74,00730,Ponce,PR,Zip Code Area,00730,Zip Matches ZCTA,S
75,00732,Ponce,PR,Post Office or large volume customer,00730,Spatial join to ZCTA,S
76,00733,Ponce,PR,Post Office or large volume customer,00730,Spatial join to ZCTA,S
77,00734,Ponce,PR,Post Office or large volume customer,00730,Spatial join to ZCTA,S
78,00731,Ponce,PR,Zip Code Area,00731,Zip Matches ZCTA,S
79,00735,Ceiba,PR,Zip Code Area,00735,Zip Matches ZCTA,S
80,00742,Roosevelt Roads,PR,Post Office or large volume customer,00735,Spatial join to ZCTA,S
81,00736,Cayey,PR,Zip Code Area,00736,Zip Matches ZCTA,U
82,00737,Cayey,PR,Post Office or large volume customer,00736,Spatial join to ZCTA,U
83,00738,Fajardo,PR,Zip Code Area,00738,Zip Matches ZCTA,S
84,00739,Cidra,PR,Zip Code Area,00739,Zip Matches ZCTA,S
85,00740,Puerto Real,PR,Zip Code Area,00740,Zip Matches ZCTA,R
86,00741,Punta Santiago,PR,Zip Code Area,00741,Zip Matches ZCTA,R
87,00751,Salinas,PR,Zip Code Area,00751,Zip Matches ZCTA,S
88,00754,San Lorenzo,PR,Zip Code Area,00754,Zip Matches ZCTA,S
89,00757,Santa Isabel,PR,Zip Code Area,00757,Zip Matches ZCTA,S
90,00765,Vieques,PR,Zip Code Area,00765,Zip Matches ZCTA,R
91,00766,Villalba,PR,Zip Code Area,00766,Zip Matches ZCTA,S
92,00767,Yabucoa,PR,Zip Code Area,00767,Zip Matches ZCTA,S
93,00769,Coamo,PR,Zip Code Area,00769,Zip Matches ZCTA,S
94,00771,Las Piedras,PR,Zip Code Area,00771,Zip Matches ZCTA,S
95,00772,Loiza,PR,Zip Code Area,00772,Zip Matches ZCTA,S
96,00773,Luquillo,PR,Zip Code Area,00773,Zip Matches ZCTA,S
97,00775,Culebra,PR,Zip Code Area,00775,Zip Matches ZCTA,R
98,00777,Juncos,PR,Zip Code Area,00777,Zip Matches ZCTA,S
99,00778,Gurabo,PR,Zip Code Area,00778,Zip Matches ZCTA,S
100,00780,Coto Laurel,PR,Zip Code Area,00780,Zip Matches ZCTA,S
101,00782,Comerio,PR,Zip Code Area,00782,Zip Matches ZCTA,S
102,00783,Corozal,PR,Zip Code Area,00783,Zip Matches ZCTA,S
103,00784,Guayama,PR,Zip Code Area,00784,Zip Matches ZCTA,S
104,00785,Guayama,PR,Post Office or large volume customer,00784,Spatial join to ZCTA,S
105,00786,La Plata,PR,Post Office or large volume customer,00786,Zip matches ZCTA,R
106,00791,Humacao,PR,Zip Code Area,00791,Zip Matches ZCTA,U
107,00792,Humacao,PR,Post Office or large volume customer,00791,Spatial join to ZCTA,U
108,00794,Barranquitas,PR,Zip Code Area,00794,Zip Matches ZCTA,S
109,00795,Juana Diaz,PR,Zip Code Area,00795,Zip Matches ZCTA,S
110,00901,San Juan,PR,Zip Code Area,00901,Zip Matches ZCTA,R
111,00902,San Juan,PR,Post Office or large volume customer,00901,Spatial join to ZCTA,R
112,00906,San Juan,PR,Post Office or large volume customer,00906,Zip matches ZCTA,R
113,00907,San Juan,PR,Zip Code Area,00907,Zip Matches ZCTA,S
114,00908,San Juan,PR,Post Office or large volume customer,00907,Spatial join to ZCTA,S
115,00909,San Juan,PR,Zip Code Area,00909,Zip Matches ZCTA,R
116,00910,San Juan,PR,Post Office or large volume customer,00909,Spatial join to ZCTA,R
117,00940,San Juan,PR,Post Office or large volume customer,00909,Spatial join to ZCTA,R
118,00911,San Juan,PR,Zip Code Area,00911,Zip Matches ZCTA,R
119,00914,San Juan,PR,Post Office or large volume customer,00911,Spatial join to ZCTA,R
120,00912,San Juan,PR,Zip Code Area,00912,Zip Matches ZCTA,R
121,00913,San Juan,PR,Zip Code Area,00913,Zip Matches ZCTA,R
122,00915,San Juan,PR,Zip Code Area,00915,Zip Matches ZCTA,S
123,00916,San Juan,PR,Post Office or large volume customer,00915,Spatial join to ZCTA,S
124,00917,San Juan,PR,Zip Code Area,00917,Zip Matches ZCTA,S
125,00975,San Juan,PR,Post Office or large volume customer,00917,Spatial join to ZCTA,S
126,00918,San Juan,PR,Zip Code Area,00918,Zip Matches ZCTA,S
127,00919,San Juan,PR,Post Office or large volume customer,00918,Spatial join to ZCTA,S
128,00933,San Juan,PR,Post Office or large volume customer,00918,Spatial join to ZCTA,S
129,00939,San Juan,PR,Post Office or large volume customer,00918,Spatial join to ZCTA,S
130,00920,San Juan,PR,Zip Code Area,00920,Zip Matches ZCTA,S
131,00921,San Juan,PR,Zip Code Area,00921,Zip Matches ZCTA,S
132,00955,San Juan,PR,Post Office or large volume customer,00921,Spatial join to ZCTA,S
133,00922,San Juan,PR,Post Office or large volume customer,00968,Spatial join to ZCTA,R
134,00968,Guaynabo,PR,Zip Code Area,00968,Zip Matches ZCTA,R
135,00923,San Juan,PR,Zip Code Area,00923,Zip Matches ZCTA,S
136,00930,San Juan,PR,Post Office or large volume customer,00923,Spatial join to ZCTA,S
137,00924,San Juan,PR,Zip Code Area,00924,Zip Matches ZCTA,U
138,00929,San Juan,PR,Post Office or large volume customer,00924,Spatial join to ZCTA,U
139,00925,San Juan,PR,Zip Code Area,00925,Zip Matches ZCTA,R
140,00928,San Juan,PR,Post Office or large volume customer,00925,Spatial join to ZCTA,R
141,00931,San Juan,PR,Post Office or large volume customer,00925,Spatial join to ZCTA,R
142,00926,San Juan,PR,Zip Code Area,00926,Zip Matches ZCTA,U
143,00927,San Juan,PR,Zip Code Area,00927,Zip Matches ZCTA,S
144,00934,Fort Buchanan,PR,Zip Code Area,00934,Zip matches ZCTA,R
145,00935,San Juan,PR,Post Office or large volume customer,00936,Spatial join to ZCTA,R
146,00936,San Juan,PR,Post Office or large volume customer,00936,Zip matches ZCTA,R
147,00937,San Juan,PR,Post Office or large volume customer,00979,Spatial join to ZCTA,S
148,00979,Carolina,PR,Zip Code Area,00979,Zip Matches ZCTA,S
149,00981,Carolina,PR,Post Office or large volume customer,00979,Spatial join to ZCTA,S
150,00949,Toa Baja,PR,Zip Code Area,00949,Zip Matches ZCTA,U
151,00950,Toa Baja,PR,Post Office or large volume customer,00950,Zip matches ZCTA,R
152,00951,Toa Baja,PR,Post Office or large volume customer,00951,Zip matches ZCTA,R
153,00952,Sabana Seca,PR,Zip Code Area,00952,Zip Matches ZCTA,S
154,00953,Toa Alta,PR,Zip Code Area,00953,Zip Matches ZCTA,U
155,00954,Toa Alta,PR,Post Office or large volume customer,00953,Spatial join to ZCTA,U
156,00956,Bayamon,PR,Zip Code Area,00956,Zip Matches ZCTA,U
157,00957,Bayamon,PR,Zip Code Area,00957,Zip Matches ZCTA,S
158,00958,Bayamon,PR,Post Office or large volume customer,00957,Spatial join to ZCTA,S
159,00959,Bayamon,PR,Zip Code Area,00959,Zip Matches ZCTA,U
160,00960,Bayamon,PR,Post Office or large volume customer,00960,Zip matches ZCTA,R
161,00961,Bayamon,PR,Zip Code Area,00961,Zip Matches ZCTA,S
162,00962,Catano,PR,Zip Code Area,00962,Zip Matches ZCTA,S
163,00963,Catano,PR,Post Office or large volume customer,00962,Spatial join to ZCTA,S
164,00965,Guaynabo,PR,Zip Code Area,00965,Zip Matches ZCTA,R
165,00966,Guaynabo,PR,Zip Code Area,00966,Zip Matches ZCTA,S
166,00969,Guaynabo,PR,Zip Code Area,00969,Zip Matches ZCTA,S
167,00970,Guaynabo,PR,Post Office or large volume customer,00969,Spatial join to ZCTA,S
168,00971,Guaynabo,PR,Post Office or large volume customer,00971,Zip matches ZCTA,S
169,00976,Trujillo Alto,PR,Zip Code Area,00976,Zip Matches ZCTA,U
170,00977,Trujillo Alto,PR,Post Office or large volume customer,00976,Spatial join to ZCTA,U
171,00978,Saint Just,PR,Post Office or large volume customer,00976,Spatial join to ZCTA,U
172,00982,Carolina,PR,Zip Code Area,00982,Zip Matches ZCTA,S
173,00983,Carolina,PR,Zip Code Area,00983,Zip Matches ZCTA,S
174,00984,Carolina,PR,Post Office or large volume customer,00983,Spatial join to ZCTA,S
175,00985,Carolina,PR,Zip Code Area,00985,Zip Matches ZCTA,S
176,00986,Carolina,PR,Post Office or large volume customer,00985,Spatial join to ZCTA,S
177,00987,Carolina,PR,Zip Code Area,00987,Zip Matches ZCTA,U
178,00988,Carolina,PR,Post Office or large volume customer,00987,Spatial join to ZCTA,U
179,01001,Agawam,MA,Zip Code Area,01001,Zip Matches ZCTA,S
180,01002,Amherst,MA,Zip Code Area,01002,Zip Matches ZCTA,S
181,01004,Amherst,MA,Post Office or large volume customer,01002,Spatial join to ZCTA,S
182,01059,North Amherst,MA,Post Office or large volume customer,01002,Spatial join to ZCTA,S
183,01003,Amherst,MA,Zip Code Area,01003,Zip Matches ZCTA,S
184,01005,Barre,MA,Zip Code Area,01005,Zip Matches ZCTA,R
185,01007,Belchertown,MA,Zip Code Area,01007,Zip Matches ZCTA,S
186,01008,Blandford,MA,Zip Code Area,01008,Zip Matches ZCTA,R
187,01009,Bondsville,MA,Post Office or large volume customer,01009,Zip Matches ZCTA,R
188,01010,Brimfield,MA,Zip Code Area,01010,Zip Matches ZCTA,R
189,01011,Chester,MA,Zip Code Area,01011,Zip Matches ZCTA,R
190,01012,Chesterfield,MA,Zip Code Area,01012,Zip Matches ZCTA,R
191,01013,Chicopee,MA,Zip Code Area,01013,Zip Matches ZCTA,S
192,01014,Chicopee,MA,Post Office or large volume customer,01013,Spatial join to ZCTA,S
193,01020,Chicopee,MA,Zip Code Area,01020,Zip Matches ZCTA,S
194,01021,Chicopee,MA,Post Office or large volume customer,01020,Spatial join to ZCTA,S
195,01022,Chicopee,MA,Zip Code Area,01022,Zip Matches ZCTA,R
196,01026,Cummington,MA,Zip Code Area,01026,Zip Matches ZCTA,R
197,01027,Easthampton,MA,Zip Code Area,01027,Zip Matches ZCTA,S
198,01028,East Longmeadow,MA,Zip Code Area,01028,Zip Matches ZCTA,S
199,01029,East Otis,MA,Post Office or large volume customer,01029,Zip Matches ZCTA,R
200,01030,Feeding Hills,MA,Zip Code Area,01030,Zip Matches ZCTA,S
201,01031,Gilbertville,MA,Zip Code Area,01031,Zip Matches ZCTA,R
202,01032,Goshen,MA,Zip Code Area,01032,Zip Matches ZCTA,R
203,01033,Granby,MA,Zip Code Area,01033,Zip Matches ZCTA,R
204,01034,Granville,MA,Zip Code Area,01034,Zip Matches ZCTA,R
205,01035,Hadley,MA,Zip Code Area,01035,Zip Matches ZCTA,R
206,01036,Hampden,MA,Zip Code Area,01036,Zip Matches ZCTA,R
207,01037,Hardwick,MA,Zip Code Area,01037,Zip Matches ZCTA,R
208,01038,Hatfield,MA,Zip Code Area,01038,Zip Matches ZCTA,R
209,01039,Haydenville,MA,Zip Code Area,01039,Zip Matches ZCTA,R
210,01040,Holyoke,MA,Zip Code Area,01040,Zip Matches ZCTA,S
211,01041,Holyoke,MA,Post Office or large volume customer,01040,Spatial join to ZCTA,S
212,01050,Huntington,MA,Zip Code Area,01050,Zip Matches ZCTA,R
213,01053,Leeds,MA,Zip Code Area,01053,Zip Matches ZCTA,R
214,01054,Leverett,MA,Zip Code Area,01054,Zip Matches ZCTA,R
215,01056,Ludlow,MA,Zip Code Area,01056,Zip Matches ZCTA,S
216,01057,Monson,MA,Zip Code Area,01057,Zip Matches ZCTA,R
217,01060,Northampton,MA,Zip Code Area,01060,Zip Matches ZCTA,S
218,01061,Northampton,MA,Post Office or large volume customer,01060,Spatial join to ZCTA,S
219,01062,Florence,MA,Zip Code Area,01062,Zip Matches ZCTA,S
220,01063,Northampton,MA,Zip Code Area,01063,Zip matches ZCTA,R
221,01066,North Hatfield,MA,Post Office or large volume customer,01066,Zip matches ZCTA,R
222,01068,Oakham,MA,Zip Code Area,01068,Zip Matches ZCTA,R
223,01069,Palmer,MA,Zip Code Area,01069,Zip Matches ZCTA,R
224,01070,Plainfield,MA,Zip Code Area,01070,Zip Matches ZCTA,R
225,01071,Russell,MA,Zip Code Area,01071,Zip Matches ZCTA,R
226,01072,Shutesbury,MA,Zip Code Area,01072,Zip Matches ZCTA,R
227,01073,Southampton,MA,Zip Code Area,01073,Zip Matches ZCTA,R
228,01074,South Barre,MA,Post Office or large volume customer,01074,Zip matches ZCTA,R
229,01075,South Hadley,MA,Zip Code Area,01075,Zip Matches ZCTA,S
230,01077,Southwick,MA,Zip Code Area,01077,Zip Matches ZCTA,R
231,01079,Thorndike,MA,Post Office or large volume customer,01079,Zip Matches ZCTA,R
232,01080,Three Rivers,MA,Zip Code Area,01080,Zip Matches ZCTA,R
233,01081,Wales,MA,Zip Code Area,01081,Zip Matches ZCTA,R
234,01082,Ware,MA,Zip Code Area,01082,Zip Matches ZCTA,S
235,01083,Warren,MA,Post Office or large volume customer,01083,Zip Matches ZCTA,R
236,01084,West Chesterfield,MA,Zip Code Area,01084,Zip Matches ZCTA,R
237,01085,Westfield,MA,Zip Code Area,01085,Zip Matches ZCTA,S
238,01086,Westfield,MA,Post Office or large volume customer,01086,Zip matches ZCTA,R
239,01088,West Hatfield,MA,Zip Code Area,01088,Zip Matches ZCTA,R
240,01089,West Springfield,MA,Zip Code Area,01089,Zip Matches ZCTA,S
241,01090,West Springfield,MA,Post Office or large volume customer,01089,Spatial join to ZCTA,S
242,01092,West Warren,MA,Zip Code Area,01092,Zip Matches ZCTA,R
243,01093,Whately,MA,Post Office or large volume customer,01093,Zip Matches ZCTA,R
244,01094,Wheelwright,MA,Post Office or large volume customer,01094,Zip Matches ZCTA,R
245,01095,Wilbraham,MA,Zip Code Area,01095,Zip Matches ZCTA,S
246,01096,Williamsburg,MA,Zip Code Area,01096,Zip Matches ZCTA,R
247,01097,Woronoco,MA,Post Office or large volume customer,01097,Zip Matches ZCTA,R
248,01098,Worthington,MA,Zip Code Area,01098,Zip Matches ZCTA,R
249,01101,Springfield,MA,Post Office or large volume customer,01104,Spatial join to ZCTA,S
250,01102,Springfield,MA,Post Office or large volume customer,01104,Spatial join to ZCTA,S
251,01104,Springfield,MA,Zip Code Area,01104,Zip Matches ZCTA,S
252,01103,Springfield,MA,Zip Code Area,01103,Zip Matches ZCTA,R
253,01115,Springfield,MA,Post Office or large volume customer,01103,Spatial join to ZCTA,R
254,01144,Springfield,MA,Post Office or large volume customer,01103,Spatial join to ZCTA,R
255,01105,Springfield,MA,Zip Code Area,01105,Zip Matches ZCTA,S
256,01106,Longmeadow,MA,Zip Code Area,01106,Zip Matches ZCTA,S
257,01116,Longmeadow,MA,Post Office or large volume customer,01106,Spatial join to ZCTA,S
258,01107,Springfield,MA,Zip Code Area,01107,Zip Matches ZCTA,S
259,01108,Springfield,MA,Zip Code Area,01108,Zip Matches ZCTA,S
260,01138,Springfield,MA,Post Office or large volume customer,01108,Spatial join to ZCTA,S
261,01109,Springfield,MA,Zip Code Area,01109,Zip Matches ZCTA,S
262,01111,Springfield,MA,Post Office or large volume customer,01109,Spatial join to ZCTA,S
263,01139,Springfield,MA,Post Office or large volume customer,01109,Spatial join to ZCTA,S
264,01118,Springfield,MA,Zip Code Area,01118,Zip Matches ZCTA,S
265,01119,Springfield,MA,Zip Code Area,01119,Zip Matches ZCTA,S
266,01128,Springfield,MA,Zip Code Area,01128,Zip Matches ZCTA,R
267,01129,Springfield,MA,Zip Code Area,01129,Zip Matches ZCTA,R
268,01151,Indian Orchard,MA,Zip Code Area,01151,Zip Matches ZCTA,R
269,01152,Springfield,MA,Post Office or large volume customer,01151,Spatial join to ZCTA,R
270,01199,Springfield,MA,Post Office or large volume customer,01199,Zip matches ZCTA,R
271,01201,Pittsfield,MA,Zip Code Area,01201,Zip Matches ZCTA,S
272,01202,Pittsfield,MA,Post Office or large volume customer,01201,Spatial join to ZCTA,S
273,01203,Pittsfield,MA,Post Office or large volume customer,01201,Spatial join to ZCTA,S
274,01220,Adams,MA,Zip Code Area,01220,Zip Matches ZCTA,R
275,01222,Ashley Falls,MA,Zip Code Area,01222,Zip Matches ZCTA,R
276,01223,Becket,MA,Zip Code Area,01223,Zip Matches ZCTA,R
277,01224,Berkshire,MA,Zip Code Area,01224,Zip matches ZCTA,R
278,01225,Cheshire,MA,Zip Code Area,01225,Zip Matches ZCTA,R
279,01226,Dalton,MA,Zip Code Area,01226,Zip Matches ZCTA,R
280,01227,Dalton,MA,Post Office or large volume customer,01226,Spatial join to ZCTA,R
281,01229,Glendale,MA,Post Office or large volume customer,01229,Zip matches ZCTA,R
282,01230,Great Barrington,MA,Zip Code Area,01230,Zip Matches ZCTA,R
283,01252,North Egremont,MA,Post Office or large volume customer,01230,Spatial join to ZCTA,R
284,01235,Hinsdale,MA,Zip Code Area,01235,Zip Matches ZCTA,R
285,01236,Housatonic,MA,Zip Code Area,01236,Zip Matches ZCTA,R
286,01237,Lanesboro,MA,Zip Code Area,01237,Zip Matches ZCTA,R
287,01238,Lee,MA,Zip Code Area,01238,Zip Matches ZCTA,R
288,01240,Lenox,MA,Zip Code Area,01240,Zip Matches ZCTA,R
289,01242,Lenox Dale,MA,Post Office or large volume customer,01242,Zip Matches ZCTA,R
290,01243,Middlefield,MA,Zip Code Area,01243,Zip Matches ZCTA,R
291,01244,Mill River,MA,Post Office or large volume customer,01244,Zip matches ZCTA,R
292,01245,Monterey,MA,Zip Code Area,01245,Zip Matches ZCTA,R
293,01247,North Adams,MA,Zip Code Area,01247,Zip Matches ZCTA,S
294,01253,Otis,MA,Zip Code Area,01253,Zip Matches ZCTA,R
295,01254,Richmond,MA,Zip Code Area,01254,Zip Matches ZCTA,R
296,01255,Sandisfield,MA,Zip Code Area,01255,Zip Matches ZCTA,R
297,01256,Savoy,MA,Zip Code Area,01256,Zip Matches ZCTA,R
298,01257,Sheffield,MA,Zip Code Area,01257,Zip Matches ZCTA,R
299,01258,South Egremont,MA,Zip Code Area,01258,Zip Matches ZCTA,R
300,01259,Southfield,MA,Zip Code Area,01259,Zip Matches ZCTA,R
301,01260,South Lee,MA,Post Office or large volume customer,01260,Zip matches ZCTA,R
302,01262,Stockbridge,MA,Zip Code Area,01262,Zip Matches ZCTA,R
303,01263,Stockbridge,MA,Post Office or large volume customer,01262,Spatial join to ZCTA,R
304,01264,Tyringham,MA,Zip Code Area,01264,Zip Matches ZCTA,R
305,01266,West Stockbridge,MA,Zip Code Area,01266,Zip Matches ZCTA,R
306,01267,Williamstown,MA,Zip Code Area,01267,Zip Matches ZCTA,R
307,01270,Windsor,MA,Zip Code Area,01270,Zip Matches ZCTA,R
308,01301,Greenfield,MA,Zip Code Area,01301,Zip Matches ZCTA,S
309,01302,Greenfield,MA,Post Office or large volume customer,01301,Spatial join to ZCTA,S
310,01330,Ashfield,MA,Zip Code Area,01330,Zip Matches ZCTA,R
311,01331,Athol,MA,Zip Code Area,01331,Zip Matches ZCTA,S
312,01337,Bernardston,MA,Zip Code Area,01337,Zip Matches ZCTA,R
313,01338,Buckland,MA,Zip Code Area,01338,Zip Matches ZCTA,R
314,01339,Charlemont,MA,Zip Code Area,01339,Zip Matches ZCTA,R
315,01340,Colrain,MA,Zip Code Area,01340,Zip Matches ZCTA,R
316,01341,Conway,MA,Zip Code Area,01341,Zip Matches ZCTA,R
317,01342,Deerfield,MA,Zip Code Area,01342,Zip Matches ZCTA,R
318,01343,Drury,MA,Zip Code Area,01343,Zip matches ZCTA,R
319,01344,Erving,MA,Zip Code Area,01344,Zip Matches ZCTA,R
320,01346,Heath,MA,Zip Code Area,01346,Zip Matches ZCTA,R
321,01347,Lake Pleasant,MA,Post Office or large volume customer,01347,Zip Matches ZCTA,R
322,01349,Millers Falls,MA,Zip Code Area,01349,Zip Matches ZCTA,R
323,01350,Monroe Bridge,MA,Zip Code Area,01350,Zip Matches ZCTA,R
324,01351,Montague,MA,Zip Code Area,01351,Zip Matches ZCTA,R
325,01354,Gill,MA,Zip Code Area,01354,Zip Matches ZCTA,R
326,01355,New Salem,MA,Zip Code Area,01355,Zip Matches ZCTA,R
327,01360,Northfield,MA,Zip Code Area,01360,Zip Matches ZCTA,R
328,01364,Orange,MA,Zip Code Area,01364,Zip Matches ZCTA,R
329,01366,Petersham,MA,Zip Code Area,01366,Zip Matches ZCTA,R
330,01367,Rowe,MA,Zip Code Area,01367,Zip Matches ZCTA,R
331,01368,Royalston,MA,Zip Code Area,01368,Zip Matches ZCTA,R
332,01370,Shelburne Falls,MA,Zip Code Area,01370,Zip Matches ZCTA,R
333,01373,South Deerfield,MA,Zip Code Area,01373,Zip Matches ZCTA,R
334,01375,Sunderland,MA,Zip Code Area,01375,Zip Matches ZCTA,R
335,01376,Turners Falls,MA,Zip Code Area,01376,Zip Matches ZCTA,R
336,01378,Warwick,MA,Zip Code Area,01378,Zip Matches ZCTA,R
337,01379,Wendell,MA,Zip Code Area,01379,Zip Matches ZCTA,R
338,01380,Wendell Depot,MA,Post Office or large volume customer,01379,Spatial join to ZCTA,R
339,01420,Fitchburg,MA,Zip Code Area,01420,Zip Matches ZCTA,S
340,01430,Ashburnham,MA,Zip Code Area,01430,Zip Matches ZCTA,R
341,01431,Ashby,MA,Zip Code Area,01431,Zip Matches ZCTA,R
342,01432,Ayer,MA,Zip Code Area,01432,Zip Matches ZCTA,R
343,01434,Devens,MA,Zip Code Area,01434,Zip Matches ZCTA,R
344,01436,Baldwinville,MA,Zip Code Area,01436,Zip Matches ZCTA,R
345,01438,East Templeton,MA,Post Office or large volume customer,01438,Zip Matches ZCTA,R
346,01440,Gardner,MA,Zip Code Area,01440,Zip Matches ZCTA,S
347,01441,Westminster,MA,Post Office or large volume customer,01440,Spatial join to ZCTA,S
348,01450,Groton,MA,Zip Code Area,01450,Zip Matches ZCTA,S
349,01470,Groton,MA,Post Office or large volume customer,01450,Spatial join to ZCTA,S
350,01471,Groton,MA,Post Office or large volume customer,01450,Spatial join to ZCTA,S
351,01472,West Groton,MA,Post Office or large volume customer,01450,Spatial join to ZCTA,S
352,01451,Harvard,MA,Zip Code Area,01451,Zip Matches ZCTA,R
